app_id,monetization_type,total_revenue_usd,arpu_usd,ltv_usd,conversion_rate_pct,ad_impressions,ad_revenue_usd,subscription_active_users,subscription_tier,iap_category,report_month
APP_029968,Freemium,585.6,0.32,1.63,2.56,3,16.19,0,N/A,Subscription Trial,2023-07
APP_046861,Free with Ads,3253.32,0.0285,0.12,0.0,37416,712.03,0,N/A,N/A,2024-08
APP_038350,Freemium,4430.44,0.2772,2.29,11.94,5156,1185.56,0,N/A,Extra Features,2025-05
APP_078945,Freemium,48.61,0.0657,0.46,3.47,339,21.86,0,N/A,Ad Removal,2023-11
APP_021255,Subscription,458659.12,1.6401,11.89,5.93,0,0.0,660,Enterprise,N/A,2024-01
APP_070334,Freemium,4313.19,0.4689,3.27,11.47,4006,1044.94,0,N/A,Subscription Trial,2023-06
APP_009445,Freemium,2393.76,0.3272,3.84,0.77,2343,1005.91,0,N/A,Coins,2025-03
APP_037718,Freemium,863.86,0.4033,1.48,8.57,428,450.23,0,N/A,Premium Unlock,2025-06
APP_058517,Free with Ads,96.27,0.0227,0.16,0.0,464,54.51,0,N/A,N/A,2024-11
APP_054207,Free with Ads,6405.16,0.0202,0.14,0.0,131296,1850.13,0,N/A,N/A,2025-07
APP_099319,Subscription,9737.19,1.0221,7.57,10.79,0,0.0,96,Enterprise,N/A,2023-08
APP_035047,Subscription,56204.35,3.1171,30.32,9.67,0,0.0,346,Standard,N/A,2024-05
APP_038386,Subscription,16778.01,0.2753,1.26,1.32,0,0.0,1807,Premium,N/A,2026-01
APP_059823,Free,1.81,0.0045,0.05,0.0,0,0.0,0,N/A,N/A,2024-05
APP_099659,Free,8588.33,0.0025,0.01,0.0,0,0.0,0,N/A,N/A,2025-03
APP_084998,Free with Ads,0.24,0.0022,0.02,0.0,20,0.05,0,N/A,N/A,2025-01
APP_019727,Free,1765.09,0.0038,0.03,0.0,0,0.0,0,N/A,N/A,2025-01
APP_039874,Subscription,213928.86,1.236,7.85,11.91,0,0.0,8399,Enterprise,N/A,2024-09
APP_076917,Paid,158656.56,2.1796,25.73,0.0,0,0.0,0,N/A,N/A,2024-12
APP_002609,Free with Ads,757.74,0.0266,0.14,0.0,9335,370.07,0,N/A,N/A,2024-07
APP_040879,Paid,6837.17,1.5483,6.35,0.0,0,0.0,0,N/A,N/A,2025-11
APP_051772,Freemium,12120.73,0.1439,1.12,6.66,4868,1661.43,0,N/A,Premium Unlock,2026-04
APP_090830,Free with Ads,19.06,0.0095,0.1,0.0,195,5.33,0,N/A,N/A,2025-08
APP_037785,Subscription,139480.09,2.668,31.67,13.48,0,0.0,586,Enterprise,N/A,2023-05
APP_014399,Freemium,1242.51,0.5328,2.28,12.34,199,18.73,0,N/A,Gems,2024-07
APP_032877,Free,1259.37,0.0008,0.01,0.0,0,0.0,0,N/A,N/A,2024-08
APP_019964,Freemium,1169757.73,0.4914,5.11,8.48,628360,686152.13,0,N/A,Coins,2024-10
APP_003524,Freemium,366230.86,0.4053,2.09,11.46,433990,33278.38,0,N/A,Subscription Trial,2023-09
APP_061122,Freemium,2041.86,0.1171,0.61,6.96,3040,781.65,0,N/A,Gems,2026-02
APP_000424,Free,916.92,0.002,0.02,0.0,0,0.0,0,N/A,N/A,2026-04
APP_085685,Freemium,843.37,0.0824,0.92,11.48,4070,232.6,0,N/A,Premium Unlock,2024-09
APP_048732,Freemium,409.79,0.4967,3.06,8.24,411,162.22,0,N/A,Subscription Trial,2024-09
APP_072930,Paid,1547447.36,0.651,7.09,0.0,0,0.0,0,N/A,N/A,2025-09
APP_052579,Freemium,669804.33,0.3339,2.54,12.87,940270,46987.28,0,N/A,Subscription Trial,2024-11
APP_019090,Freemium,44.32,0.3235,2.69,13.45,14,5.5,0,N/A,Extra Features,2023-05
APP_086204,Freemium,0.72,0.0379,0.18,4.57,4,0.15,0,N/A,Extra Features,2025-09
APP_051474,Free with Ads,25.04,0.005,0.06,0.0,1653,7.14,0,N/A,N/A,2026-01
APP_073703,Free,1.06,0.0003,0.0,0.0,0,0.0,0,N/A,N/A,2024-09
APP_004317,Free with Ads,56.53,0.0182,0.11,0.0,374,21.51,0,N/A,N/A,2025-01
APP_098078,Free with Ads,2022.48,0.0055,0.04,0.0,33929,42.54,0,N/A,N/A,2025-06
APP_060470,Freemium,269.27,0.3099,2.54,14.63,99,149.16,0,N/A,Ad Removal,2025-08
APP_018441,Free with Ads,12.15,0.0016,0.02,0.0,86,1.38,0,N/A,N/A,2023-07
APP_095844,Freemium,2274.4,0.3242,3.55,7.76,729,5.05,0,N/A,Coins,2024-01
APP_031561,Free with Ads,3350.89,0.0216,0.24,0.0,16055,38.88,0,N/A,N/A,2023-03
APP_091347,Subscription,123745.11,1.2519,9.5,14.23,0,0.0,531,Premium,N/A,2024-02
APP_002130,Paid,472316.19,3.3721,34.2,0.0,0,0.0,0,N/A,N/A,2024-12
APP_069132,Free with Ads,3101.09,0.007,0.05,0.0,167768,329.34,0,N/A,N/A,2024-06
APP_037817,Subscription,46133.86,1.395,13.7,4.2,0,0.0,64,Standard,N/A,2023-06
APP_074308,Free,16.36,0.004,0.05,0.0,0,0.0,0,N/A,N/A,2025-10
APP_069760,Free with Ads,21.83,0.0014,0.02,0.0,7127,9.58,0,N/A,N/A,2023-12
APP_009104,Free with Ads,10.2,0.0016,0.01,0.0,951,5.65,0,N/A,N/A,2026-02
APP_047543,Freemium,9446864.3,0.4886,5.8,2.74,5927942,4061947.08,0,N/A,Ad Removal,2024-06
APP_077874,Free,564.6,0.002,0.02,0.0,0,0.0,0,N/A,N/A,2026-04
APP_008347,Free,492.12,0.0003,0.0,0.0,0,0.0,0,N/A,N/A,2025-05
APP_011064,Free,77.67,0.0015,0.01,0.0,0,0.0,0,N/A,N/A,2024-08
APP_032511,Subscription,24781.4,0.9188,4.67,12.04,0,0.0,685,Standard,N/A,2025-05
APP_025060,Free,0.68,0.003,0.02,0.0,0,0.0,0,N/A,N/A,2024-03
APP_056610,Free,14.05,0.0036,0.02,0.0,0,0.0,0,N/A,N/A,2023-03
APP_038389,Freemium,48250.01,0.4491,4.47,2.2,50656,5368.03,0,N/A,Themes,2024-02
APP_034704,Free with Ads,851.87,0.0271,0.14,0.0,15217,112.83,0,N/A,N/A,2025-12
APP_001621,Free,100.01,0.0021,0.01,0.0,0,0.0,0,N/A,N/A,2023-05
APP_020447,Free,0.73,0.0033,0.01,0.0,0,0.0,0,N/A,N/A,2024-08
APP_072319,Subscription,52024.95,0.7045,4.86,11.75,0,0.0,485,Premium,N/A,2025-12
APP_064395,Freemium,24.36,0.435,2.18,9.44,19,11.51,0,N/A,Coins,2025-02
APP_062155,Freemium,7958.03,0.2322,2.12,4.39,8661,875.07,0,N/A,Premium Unlock,2023-04
APP_061858,Paid,16898.44,5.4441,39.61,0.0,0,0.0,0,N/A,N/A,2023-10
APP_040750,Free,225.75,0.0026,0.03,0.0,0,0.0,0,N/A,N/A,2023-11
APP_049801,Free with Ads,1564.19,0.0092,0.09,0.0,72368,681.5,0,N/A,N/A,2023-05
APP_012416,Free with Ads,1192.19,0.0089,0.09,0.0,12121,415.74,0,N/A,N/A,2024-09
APP_027411,Free,365.84,0.0012,0.01,0.0,0,0.0,0,N/A,N/A,2024-08
APP_066001,Freemium,39854.15,0.2361,2.2,1.86,64584,15932.23,0,N/A,Premium Unlock,2024-09
APP_029235,Freemium,340.99,0.1455,1.54,11.38,1084,92.46,0,N/A,Premium Unlock,2024-02
APP_062702,Subscription,15.98,0.8411,6.56,4.21,0,0.0,0,Enterprise,N/A,2023-10
APP_074036,Freemium,21056.63,0.4032,1.33,7.53,14234,9425.03,0,N/A,Premium Unlock,2024-02
APP_065331,Free with Ads,24.65,0.0235,0.19,0.0,14,14.54,0,N/A,N/A,2023-09
APP_034153,Free,13.05,0.0002,0.0,0.0,0,0.0,0,N/A,N/A,2025-05
APP_040229,Subscription,199972.76,3.0743,35.77,12.69,0,0.0,217,Enterprise,N/A,2024-07
APP_017336,Free with Ads,540.75,0.023,0.17,0.0,3909,192.35,0,N/A,N/A,2025-08
APP_078120,Paid,7544.12,0.7041,2.99,0.0,0,0.0,0,N/A,N/A,2024-12
APP_090458,Free with Ads,285.64,0.0211,0.17,0.0,6418,80.45,0,N/A,N/A,2025-11
APP_063633,Freemium,8306.92,0.4564,5.45,14.18,6725,1355.43,0,N/A,Extra Features,2024-10
APP_032729,Subscription,1140.82,1.7881,11.06,8.84,0,0.0,13,Standard,N/A,2026-03
APP_004905,Freemium,2928.44,0.2692,1.93,6.92,3072,866.64,0,N/A,Subscription Trial,2023-11
APP_047377,Freemium,9433.76,0.4309,4.32,7.42,6978,3592.91,0,N/A,Subscription Trial,2024-03
APP_028988,Freemium,492883.64,0.2221,1.37,14.71,989249,106505.68,0,N/A,Themes,2026-01
APP_011671,Free,0.03,0.003,0.02,0.0,0,0.0,0,N/A,N/A,2023-10
APP_051239,Free with Ads,186.98,0.0223,0.25,0.0,2426,39.16,0,N/A,N/A,2025-06
APP_007800,Paid,2702.0,3.2593,12.05,0.0,0,0.0,0,N/A,N/A,2025-08
APP_005090,Free with Ads,121.05,0.0224,0.16,0.0,2690,56.19,0,N/A,N/A,2023-08
APP_031248,Paid,12731074.17,2.1887,15.67,0.0,0,0.0,0,N/A,N/A,2024-12
APP_022307,Free with Ads,0.4,0.0044,0.02,0.0,42,0.21,0,N/A,N/A,2026-04
APP_089348,Freemium,18599914.63,0.4026,1.24,1.46,22802034,750924.25,0,N/A,Subscription Trial,2023-09
APP_062184,Subscription,501578.52,2.1388,8.53,13.81,0,0.0,8679,Standard,N/A,2026-03
APP_068200,Freemium,213.28,0.4995,1.85,8.3,88,39.42,0,N/A,Themes,2025-09
APP_027800,Free,280.11,0.0043,0.04,0.0,0,0.0,0,N/A,N/A,2023-01
APP_065070,Subscription,59036.23,3.1501,17.46,3.98,0,0.0,293,Premium,N/A,2023-03
APP_033166,Free,27.49,0.0045,0.03,0.0,0,0.0,0,N/A,N/A,2023-07
APP_098715,Free with Ads,70.24,0.0216,0.15,0.0,1095,40.77,0,N/A,N/A,2025-09
APP_026947,Free,73.32,0.0035,0.02,0.0,0,0.0,0,N/A,N/A,2024-11
APP_099244,Freemium,188.64,0.4716,5.43,10.85,49,95.96,0,N/A,Themes,2023-11
APP_069306,Free with Ads,116.57,0.0016,0.01,0.0,311,2.29,0,N/A,N/A,2024-01
APP_016230,Subscription,9996.59,0.3882,1.54,0.53,0,0.0,119,Standard,N/A,2023-08
APP_036891,Free with Ads,1708.22,0.0036,0.03,0.0,218469,828.95,0,N/A,N/A,2025-05
APP_056276,Subscription,5274.98,2.53,21.43,12.67,0,0.0,97,Standard,N/A,2024-01
APP_076390,Free,4.35,0.0025,0.01,0.0,0,0.0,0,N/A,N/A,2023-12
APP_063690,Subscription,22763.4,2.5528,21.54,10.4,0,0.0,261,Standard,N/A,2024-11
APP_022992,Free,32.43,0.0018,0.02,0.0,0,0.0,0,N/A,N/A,2025-12
APP_075456,Subscription,2382.22,0.9637,11.45,11.72,0,0.0,90,Basic,N/A,2025-03
APP_046745,Subscription,161339.81,2.9878,17.39,11.82,0,0.0,1064,Standard,N/A,2025-04
APP_007800,Paid,4455.14,5.3741,38.2,0.0,0,0.0,0,N/A,N/A,2023-08
APP_045227,Freemium,9.03,0.3762,3.55,8.9,10,1.22,0,N/A,Extra Features,2024-09
APP_078597,Subscription,42649.43,1.8048,11.08,7.37,0,0.0,725,Basic,N/A,2025-03
APP_005238,Freemium,24410.75,0.1135,1.16,2.04,51356,4891.71,0,N/A,Ad Removal,2023-05
APP_086612,Freemium,4815.57,0.3692,4.08,13.63,2456,2548.09,0,N/A,Premium Unlock,2026-01
APP_065483,Free,0.74,0.0024,0.01,0.0,0,0.0,0,N/A,N/A,2024-12
APP_002110,Free,10.42,0.0025,0.02,0.0,0,0.0,0,N/A,N/A,2023-08
APP_024534,Free,126.83,0.0042,0.02,0.0,0,0.0,0,N/A,N/A,2026-01
APP_005920,Subscription,55879.49,1.9617,11.99,5.78,0,0.0,980,Standard,N/A,2023-11
APP_045526,Subscription,81216.43,1.3488,8.02,11.14,0,0.0,1559,Basic,N/A,2026-02
APP_071876,Paid,43039.78,1.4442,7.22,0.0,0,0.0,0,N/A,N/A,2026-04
APP_087430,Free with Ads,708.05,0.022,0.25,0.0,1647,275.68,0,N/A,N/A,2023-06
APP_045121,Paid,764679.71,3.9383,37.13,0.0,0,0.0,0,N/A,N/A,2023-07
APP_067062,Free,54.0,0.0009,0.01,0.0,0,0.0,0,N/A,N/A,2025-04
APP_052650,Free with Ads,713.92,0.0224,0.27,0.0,812,169.13,0,N/A,N/A,2023-02
APP_073435,Subscription,2838.75,0.5095,3.19,13.52,0,0.0,3,Premium,N/A,2025-03
APP_065973,Freemium,717808.39,0.2257,2.15,5.73,1102400,192252.29,0,N/A,Subscription Trial,2025-03
APP_010946,Freemium,3767.87,0.0229,0.1,14.64,64991,1882.97,0,N/A,Themes,2024-01
APP_001201,Freemium,5461.03,0.1684,1.26,5.38,12748,968.4,0,N/A,Themes,2023-07
APP_055256,Paid,79575.94,2.3498,14.32,0.0,0,0.0,0,N/A,N/A,2024-06
APP_096066,Free with Ads,182.93,0.0239,0.17,0.0,2600,81.68,0,N/A,N/A,2025-01
APP_083672,Paid,170622.12,5.3522,63.35,0.0,0,0.0,0,N/A,N/A,2025-11
APP_099543,Freemium,46005.62,0.1355,1.58,8.02,37780,21228.6,0,N/A,Subscription Trial,2025-08
APP_069992,Paid,10600.36,0.8385,5.48,0.0,0,0.0,0,N/A,N/A,2026-04
APP_021603,Free with Ads,19.7,0.0074,0.08,0.0,106,9.78,0,N/A,N/A,2025-11
APP_029771,Free with Ads,1069.63,0.0297,0.12,0.0,17013,502.52,0,N/A,N/A,2025-02
APP_039047,Freemium,732232.76,0.3394,2.66,14.6,181520,102732.85,0,N/A,Extra Features,2024-06
APP_036461,Paid,348.19,1.7068,14.9,0.0,0,0.0,0,N/A,N/A,2023-04
APP_039971,Subscription,155.92,0.276,2.31,14.78,0,0.0,9,Enterprise,N/A,2026-01
APP_079551,Subscription,22.12,0.8848,3.53,2.78,0,0.0,0,Standard,N/A,2023-08
APP_032792,Freemium,25922.22,0.4699,3.38,8.52,19776,10682.24,0,N/A,Extra Features,2025-07
APP_091368,Subscription,138.54,1.8472,6.22,10.23,0,0.0,2,Enterprise,N/A,2023-07
APP_089297,Subscription,56594.43,1.523,15.42,7.73,0,0.0,1393,Premium,N/A,2023-09
APP_027878,Free,0.01,0.001,0.01,0.0,0,0.0,0,N/A,N/A,2023-12
APP_044341,Paid,13166.64,2.8717,28.32,0.0,0,0.0,0,N/A,N/A,2024-09
APP_001764,Freemium,707.79,0.1825,0.73,9.99,1043,132.64,0,N/A,Ad Removal,2026-02
APP_016108,Free,7.72,0.0028,0.02,0.0,0,0.0,0,N/A,N/A,2025-08
APP_004186,Free,128.58,0.0004,0.0,0.0,0,0.0,0,N/A,N/A,2026-03
APP_025196,Freemium,7747.14,0.3665,1.44,8.84,5852,1487.97,0,N/A,Extra Features,2026-01
APP_012982,Subscription,6880.15,1.1554,5.16,12.67,0,0.0,221,Premium,N/A,2023-03
APP_057278,Free with Ads,4815.89,0.0226,0.27,0.0,31227,2082.07,0,N/A,N/A,2025-02
APP_069387,Free,802.82,0.0015,0.01,0.0,0,0.0,0,N/A,N/A,2024-09
APP_039240,Paid,8827.37,0.8019,3.36,0.0,0,0.0,0,N/A,N/A,2024-05
APP_080271,Free with Ads,0.88,0.0022,0.01,0.0,131,0.47,0,N/A,N/A,2024-06
APP_074906,Free with Ads,14.55,0.0089,0.04,0.0,376,6.83,0,N/A,N/A,2025-10
APP_035252,Freemium,35.34,0.119,1.29,2.15,81,0.39,0,N/A,Ad Removal,2023-04
APP_050895,Subscription,103.76,0.8043,3.11,13.94,0,0.0,3,Basic,N/A,2026-02
APP_064412,Paid,298.42,4.7368,17.35,0.0,0,0.0,0,N/A,N/A,2025-05
APP_090520,Free,0.61,0.0046,0.05,0.0,0,0.0,0,N/A,N/A,2024-12
APP_092736,Freemium,22536.7,0.1668,0.62,7.03,45838,3763.76,0,N/A,Coins,2023-03
APP_090328,Freemium,751.52,0.4347,1.68,2.55,604,418.17,0,N/A,Ad Removal,2024-03
APP_064632,Free with Ads,832.63,0.0299,0.29,0.0,10272,146.49,0,N/A,N/A,2023-07
APP_081913,Freemium,20.98,0.0364,0.32,9.57,85,12.47,0,N/A,Ad Removal,2023-03
APP_094203,Free with Ads,625.5,0.0083,0.09,0.0,5183,84.21,0,N/A,N/A,2023-09
APP_024435,Subscription,3586.3,1.9694,23.17,10.22,0,0.0,20,Standard,N/A,2023-01
APP_049736,Free with Ads,25.41,0.008,0.05,0.0,1185,15.14,0,N/A,N/A,2024-12
APP_086796,Freemium,4240.03,0.384,1.71,8.97,14,565.73,0,N/A,Gems,2025-02
APP_034317,Subscription,6202.94,0.6568,3.32,4.71,0,0.0,365,Basic,N/A,2026-03
APP_083515,Free with Ads,68.47,0.0256,0.11,0.0,1187,21.67,0,N/A,N/A,2023-07
APP_054263,Freemium,123298.54,0.385,4.62,11.66,50596,64126.92,0,N/A,Subscription Trial,2025-06
APP_054811,Freemium,557608.65,0.3689,4.39,7.34,619272,283389.97,0,N/A,Premium Unlock,2025-11
APP_016451,Freemium,327595.02,0.137,1.64,2.83,1149983,3110.5,0,N/A,Premium Unlock,2024-08
APP_064356,Paid,130472.61,2.5949,10.95,0.0,0,0.0,0,N/A,N/A,2024-04
APP_033166,Free,2.34,0.0004,0.0,0.0,0,0.0,0,N/A,N/A,2023-12
APP_026105,Subscription,979.06,2.1854,12.36,14.23,0,0.0,15,Enterprise,N/A,2025-04
APP_015149,Free,1.54,0.0027,0.03,0.0,0,0.0,0,N/A,N/A,2025-06
APP_042469,Freemium,93.81,0.3783,1.48,4.86,27,28.55,0,N/A,Themes,2023-06
APP_099957,Free with Ads,959.66,0.0077,0.05,0.0,30334,551.44,0,N/A,N/A,2023-05
APP_040225,Paid,7650724.41,2.8156,24.31,0.0,0,0.0,0,N/A,N/A,2024-09
APP_085613,Freemium,1602394.24,0.5053,1.52,3.8,874580,419697.62,0,N/A,Premium Unlock,2024-06
APP_056467,Free,255.63,0.0044,0.03,0.0,0,0.0,0,N/A,N/A,2023-12
APP_020299,Free with Ads,12435.54,0.0137,0.05,0.0,326840,346.28,0,N/A,N/A,2024-01
APP_043264,Freemium,45.5,0.1278,1.43,3.09,139,7.62,0,N/A,Coins,2025-01
APP_081405,Freemium,2053.25,0.4237,5.06,13.37,2112,576.7,0,N/A,Ad Removal,2023-09
APP_097293,Paid,117459505.15,5.155,27.28,0.0,0,0.0,0,N/A,N/A,2024-03
APP_026349,Freemium,54532.15,0.2441,1.64,5.0,24293,9777.04,0,N/A,Premium Unlock,2024-02
APP_075957,Freemium,194423.02,0.5353,1.86,5.91,21804,48527.37,0,N/A,Themes,2024-08
APP_036957,Freemium,171.86,0.1386,0.73,12.35,134,5.31,0,N/A,Subscription Trial,2024-10
APP_077948,Free,87.26,0.0047,0.05,0.0,0,0.0,0,N/A,N/A,2024-05
APP_044916,Paid,48617.62,1.8312,18.36,0.0,0,0.0,0,N/A,N/A,2025-03
APP_059699,Free with Ads,376.09,0.0226,0.13,0.0,7744,196.89,0,N/A,N/A,2025-02
APP_072759,Free with Ads,373.48,0.0056,0.03,0.0,2076,105.92,0,N/A,N/A,2025-05
APP_014390,Subscription,64.05,1.1237,7.65,4.41,0,0.0,0,Premium,N/A,2024-03
APP_052705,Free,4224.36,0.0041,0.04,0.0,0,0.0,0,N/A,N/A,2023-03
APP_076976,Subscription,208128.1,3.2238,27.26,13.71,0,0.0,1378,Premium,N/A,2026-01
APP_087172,Free with Ads,30.32,0.0142,0.17,0.0,816,0.54,0,N/A,N/A,2023-10
APP_090118,Freemium,49733.24,0.2637,2.7,11.37,34274,25204.9,0,N/A,Coins,2024-11
APP_039429,Free,138.21,0.0021,0.02,0.0,0,0.0,0,N/A,N/A,2025-05
APP_042977,Free with Ads,739.71,0.0157,0.16,0.0,21112,242.12,0,N/A,N/A,2026-03
APP_040283,Paid,3981.39,1.6251,15.12,0.0,0,0.0,0,N/A,N/A,2024-02
APP_017076,Paid,54780.98,3.6872,12.67,0.0,0,0.0,0,N/A,N/A,2023-12
APP_021111,Subscription,78262.09,0.3159,3.62,0.8,0,0.0,147,Basic,N/A,2024-03
APP_077174,Paid,116.99,5.0865,21.73,0.0,0,0.0,0,N/A,N/A,2023-02
APP_064723,Free with Ads,558.31,0.0159,0.14,0.0,726,313.63,0,N/A,N/A,2025-05
APP_021251,Free,16.03,0.0004,0.0,0.0,0,0.0,0,N/A,N/A,2025-11
APP_072613,Freemium,1202.7,0.029,0.16,8.15,9281,689.07,0,N/A,Subscription Trial,2024-10
APP_023851,Paid,5859.36,2.1597,12.31,0.0,0,0.0,0,N/A,N/A,2025-10
APP_041159,Paid,319338.08,2.7821,15.69,0.0,0,0.0,0,N/A,N/A,2024-03
APP_059937,Free,842.32,0.0037,0.02,0.0,0,0.0,0,N/A,N/A,2025-06
APP_048452,Freemium,22636141.55,0.2536,1.59,8.85,28845087,9647903.25,0,N/A,Coins,2025-07
APP_043217,Freemium,11046.01,0.3853,2.69,6.73,12576,679.74,0,N/A,Gems,2024-08
APP_045763,Subscription,4150.39,1.2338,13.95,10.25,0,0.0,84,Enterprise,N/A,2023-12
APP_047667,Free with Ads,64.99,0.0174,0.07,0.0,1695,20.7,0,N/A,N/A,2025-07
APP_086852,Freemium,2553.66,0.5336,5.12,11.23,1466,1274.22,0,N/A,Themes,2023-12
APP_033678,Free,5.27,0.0003,0.0,0.0,0,0.0,0,N/A,N/A,2024-12
APP_048743,Free,7.36,0.0004,0.0,0.0,0,0.0,0,N/A,N/A,2023-01
APP_088449,Freemium,2971.98,0.2035,0.76,14.24,3587,163.55,0,N/A,Extra Features,2023-07
APP_093371,Free with Ads,4754.2,0.0136,0.08,0.0,96338,2697.44,0,N/A,N/A,2024-05
APP_072865,Subscription,10845488.49,1.3993,6.15,6.36,0,0.0,274573,Enterprise,N/A,2024-05
APP_072996,Free,628.49,0.0009,0.01,0.0,0,0.0,0,N/A,N/A,2026-01
APP_088537,Freemium,3612030.38,0.3885,3.49,6.28,394462,1766195.2,0,N/A,Subscription Trial,2023-03
APP_015935,Free,1.26,0.0013,0.01,0.0,0,0.0,0,N/A,N/A,2023-05
APP_091333,Freemium,3968.4,0.2398,1.88,8.56,8246,1195.44,0,N/A,Premium Unlock,2024-01
APP_045896,Free,0.44,0.0007,0.01,0.0,0,0.0,0,N/A,N/A,2025-10
APP_055854,Free,41.4,0.0018,0.01,0.0,0,0.0,0,N/A,N/A,2023-06
APP_005263,Paid,23964.95,5.0495,51.65,0.0,0,0.0,0,N/A,N/A,2024-09
APP_043391,Free,9.81,0.0035,0.02,0.0,0,0.0,0,N/A,N/A,2023-10
APP_090030,Freemium,11374.85,0.2388,1.48,3.69,15392,2471.26,0,N/A,Extra Features,2026-02
APP_004057,Free,61.83,0.0026,0.03,0.0,0,0.0,0,N/A,N/A,2025-05
APP_062798,Free with Ads,3263.67,0.0253,0.12,0.0,31074,190.91,0,N/A,N/A,2023-08
APP_002011,Paid,590961.66,5.85,19.04,0.0,0,0.0,0,N/A,N/A,2026-04
APP_019247,Free,26.11,0.0011,0.01,0.0,0,0.0,0,N/A,N/A,2025-04
APP_048772,Free,0.46,0.0007,0.01,0.0,0,0.0,0,N/A,N/A,2023-08
APP_072959,Freemium,857.86,0.1559,1.45,7.4,1145,467.22,0,N/A,Extra Features,2023-03
APP_099367,Freemium,2275.84,0.3856,3.45,10.26,1897,1163.1,0,N/A,Gems,2023-02
APP_060424,Paid,11335.23,3.1107,12.64,0.0,0,0.0,0,N/A,N/A,2025-01
APP_032728,Paid,246652.58,0.488,2.35,0.0,0,0.0,0,N/A,N/A,2023-09
APP_084881,Freemium,514.37,0.1017,1.19,6.95,2270,220.55,0,N/A,Coins,2024-11
APP_017099,Paid,106.75,5.0833,26.22,0.0,0,0.0,0,N/A,N/A,2026-01
APP_000634,Freemium,81207.72,0.1287,1.27,13.7,293278,14502.12,0,N/A,Extra Features,2025-10
APP_090820,Free with Ads,194.58,0.012,0.13,0.0,7196,9.76,0,N/A,N/A,2025-03
APP_023110,Free,988.2,0.0044,0.03,0.0,0,0.0,0,N/A,N/A,2025-07
APP_048379,Free,0.2,0.0027,0.02,0.0,0,0.0,0,N/A,N/A,2025-08
APP_045462,Free with Ads,32.31,0.0255,0.2,0.0,614,16.33,0,N/A,N/A,2024-11
APP_019470,Freemium,20460.02,0.3829,2.05,2.85,10705,10625.42,0,N/A,Themes,2026-03
APP_015208,Subscription,8948.41,0.501,5.33,11.57,0,0.0,170,Enterprise,N/A,2025-11
APP_038194,Free,1736.43,0.0042,0.02,0.0,0,0.0,0,N/A,N/A,2024-10
APP_096158,Freemium,1491.37,0.4157,3.64,5.85,658,386.01,0,N/A,Subscription Trial,2024-10
APP_048030,Free,182.07,0.0024,0.02,0.0,0,0.0,0,N/A,N/A,2024-06
APP_004380,Free,1884.98,0.0037,0.04,0.0,0,0.0,0,N/A,N/A,2023-09
APP_047495,Free,8.68,0.004,0.04,0.0,0,0.0,0,N/A,N/A,2023-04
APP_022293,Free,1.3,0.0034,0.02,0.0,0,0.0,0,N/A,N/A,2025-09
APP_038272,Freemium,128155.08,0.1079,0.71,6.47,431725,43755.55,0,N/A,Extra Features,2024-04
APP_004812,Free with Ads,2.51,0.0091,0.07,0.0,39,0.2,0,N/A,N/A,2026-02
APP_004849,Free with Ads,996.21,0.0222,0.2,0.0,7031,380.39,0,N/A,N/A,2025-09
APP_017643,Free,36.12,0.0032,0.01,0.0,0,0.0,0,N/A,N/A,2024-08
APP_021867,Free with Ads,724.99,0.0173,0.07,0.0,1470,237.38,0,N/A,N/A,2026-04
APP_001991,Free,261.19,0.0024,0.01,0.0,0,0.0,0,N/A,N/A,2024-08
APP_074414,Free,420.45,0.0027,0.02,0.0,0,0.0,0,N/A,N/A,2023-10
APP_017194,Freemium,368.65,0.0211,0.14,8.75,6938,45.12,0,N/A,Ad Removal,2023-07
APP_061203,Subscription,297.16,1.3266,5.21,7.07,0,0.0,5,Enterprise,N/A,2024-10
APP_041798,Free,216.98,0.0027,0.02,0.0,0,0.0,0,N/A,N/A,2024-08
APP_079660,Free,6.45,0.0024,0.03,0.0,0,0.0,0,N/A,N/A,2024-01
APP_017240,Freemium,69588.07,0.314,2.36,10.61,55866,21890.96,0,N/A,Premium Unlock,2024-05
APP_068825,Subscription,18676.42,2.5778,17.06,12.31,0,0.0,71,Basic,N/A,2025-06
APP_082425,Free,99051.48,0.0035,0.02,0.0,0,0.0,0,N/A,N/A,2025-11
APP_045311,Freemium,29299.24,0.535,2.77,14.48,17582,15753.78,0,N/A,Themes,2023-09
APP_065317,Free with Ads,9.51,0.0088,0.07,0.0,251,0.15,0,N/A,N/A,2024-08
APP_078405,Free,52819.59,0.0043,0.02,0.0,0,0.0,0,N/A,N/A,2023-02
APP_076344,Freemium,4864.6,0.2121,0.98,13.76,2352,611.8,0,N/A,Coins,2026-01
APP_042905,Free,178.68,0.0033,0.02,0.0,0,0.0,0,N/A,N/A,2023-08
APP_007714,Free,26.5,0.0016,0.02,0.0,0,0.0,0,N/A,N/A,2024-07
APP_035738,Freemium,394.66,0.2506,2.71,7.51,248,41.99,0,N/A,Premium Unlock,2025-01
APP_005856,Free,0.25,0.0015,0.01,0.0,0,0.0,0,N/A,N/A,2025-11
APP_071000,Free,70.84,0.0027,0.01,0.0,0,0.0,0,N/A,N/A,2025-09
APP_096247,Free with Ads,206.73,0.0288,0.31,0.0,3298,109.57,0,N/A,N/A,2025-12
